Airline,Source,Destination,Total_Stops,Price,day_of_Journey,month_of_Journey,year_of_Journey,Total_duration_in_minutes,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute
Multiple carriers,Delhi,Cochin,1.0,8266.0,15.0,5.0,2019.0,385.0,12.0,50.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,13376.0,9.0,6.0,2019.0,1790.0,6.0,45.0,12.0,35.0
SpiceJet,Banglore,Delhi,1.0,6315.0,3.0,3.0,2019.0,485.0,15.0,35.0,23.0,40.0
Jet Airways,Banglore,Delhi,1.0,19225.0,6.0,3.0,2019.0,375.0,14.0,5.0,20.0,20.0
Air India,Kolkata,Banglore,2.0,15894.0,6.0,6.0,2019.0,1320.0,14.0,30.0,12.0,30.0
Jet Airways,Delhi,Cochin,2.0,13014.0,3.0,6.0,2019.0,1615.0,9.0,40.0,12.0,35.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,450.0,20.0,55.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,16079.0,21.0,5.0,2019.0,395.0,21.0,50.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,7198.0,27.0,6.0,2019.0,390.0,19.0,0.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,10486.0,27.0,5.0,2019.0,385.0,9.0,45.0,16.0,10.0
Jet Airways,Delhi,Cochin,1.0,14053.0,9.0,3.0,2019.0,1610.0,16.0,0.0,18.0,50.0
IndiGo,Delhi,Cochin,1.0,6842.0,3.0,6.0,2019.0,295.0,5.0,10.0,10.0,5.0
Jet Airways,Banglore,Delhi,1.0,22270.0,6.0,3.0,2019.0,325.0,7.0,0.0,12.0,25.0
GoAir,Kolkata,Banglore,1.0,8855.0,21.0,5.0,2019.0,455.0,16.0,40.0,0.0,15.0
Jet Airways,Delhi,Cochin,1.0,12767.0,21.0,3.0,2019.0,1280.0,7.0,5.0,4.0,25.0
Air Asia,Kolkata,Banglore,1.0,5192.0,12.0,5.0,2019.0,720.0,22.0,40.0,10.0,40.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1165.0,9.0,0.0,4.0,25.0
Air Asia,Delhi,Cochin,1.0,6752.0,27.0,5.0,2019.0,340.0,16.0,45.0,22.0,25.0
Air India,Banglore,Delhi,0.0,6961.0,27.0,5.0,2019.0,165.0,10.0,0.0,12.0,45.0
Air India,Banglore,Delhi,2.0,14143.0,6.0,3.0,2019.0,1900.0,8.0,50.0,16.0,30.0
Jet Airways,Delhi,Cochin,2.0,11507.0,3.0,6.0,2019.0,910.0,21.0,25.0,12.0,35.0
Multiple carriers,Delhi,Cochin,1.0,14848.0,6.0,6.0,2019.0,730.0,7.0,5.0,19.0,15.0
Vistara,Banglore,Delhi,0.0,5403.0,27.0,4.0,2019.0,170.0,11.0,30.0,14.0,20.0
Jet Airways,Delhi,Cochin,1.0,12898.0,3.0,6.0,2019.0,395.0,21.0,50.0,4.0,25.0
Air Asia,Delhi,Cochin,1.0,6152.0,27.0,6.0,2019.0,330.0,7.0,55.0,13.0,25.0
IndiGo,Delhi,Cochin,1.0,6593.0,1.0,6.0,2019.0,305.0,20.0,25.0,1.0,30.0
Jet Airways,Delhi,Cochin,1.0,10262.0,1.0,6.0,2019.0,1015.0,11.0,30.0,4.0,25.0
Air India,Mumbai,Hyderabad,0.0,3625.0,6.0,6.0,2019.0,90.0,13.0,55.0,15.0,25.0
Jet Airways,Banglore,Delhi,0.0,7229.0,24.0,3.0,2019.0,175.0,8.0,20.0,11.0,15.0
IndiGo,Mumbai,Hyderabad,0.0,4049.0,12.0,5.0,2019.0,90.0,9.0,10.0,10.0,40.0
Air India,Banglore,Delhi,0.0,4441.0,24.0,3.0,2019.0,165.0,10.0,0.0,12.0,45.0
Air India,Kolkata,Banglore,2.0,9941.0,15.0,5.0,2019.0,1195.0,12.0,0.0,7.0,55.0
Multiple carriers,Delhi,Cochin,1.0,7740.0,24.0,6.0,2019.0,900.0,6.0,0.0,21.0,0.0
IndiGo,Kolkata,Banglore,1.0,11160.0,6.0,6.0,2019.0,295.0,9.0,20.0,14.0,15.0
Air India,Delhi,Cochin,1.0,12415.0,9.0,3.0,2019.0,965.0,17.0,20.0,9.0,25.0
Air India,Kolkata,Banglore,2.0,10676.0,6.0,5.0,2019.0,1390.0,12.0,0.0,11.0,10.0
IndiGo,Delhi,Cochin,1.0,6386.0,9.0,6.0,2019.0,345.0,2.0,0.0,7.0,45.0
Air India,Kolkata,Banglore,2.0,13990.0,24.0,3.0,2019.0,2480.0,5.0,55.0,23.0,15.0
IndiGo,Delhi,Cochin,1.0,6206.0,1.0,6.0,2019.0,895.0,10.0,35.0,1.0,30.0
Jet Airways,Mumbai,Hyderabad,0.0,4160.0,15.0,3.0,2019.0,90.0,10.0,20.0,11.0,50.0
Multiple carriers,Delhi,Cochin,1.0,13727.0,18.0,5.0,2019.0,570.0,11.0,30.0,21.0,0.0
Vistara,Chennai,Kolkata,0.0,3687.0,21.0,5.0,2019.0,135.0,7.0,5.0,9.0,20.0
Vistara Premium economy,Chennai,Kolkata,0.0,9125.0,1.0,3.0,2019.0,135.0,7.0,5.0,9.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14939.0,9.0,6.0,2019.0,775.0,21.0,10.0,10.0,5.0
Air India,Banglore,Delhi,0.0,6961.0,3.0,6.0,2019.0,165.0,10.0,0.0,12.0,45.0
GoAir,Delhi,Cochin,1.0,10651.0,1.0,6.0,2019.0,310.0,14.0,25.0,19.0,35.0
IndiGo,Kolkata,Banglore,1.0,5699.0,9.0,6.0,2019.0,280.0,17.0,35.0,22.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14388.0,6.0,5.0,2019.0,845.0,20.0,0.0,10.0,5.0
IndiGo,Mumbai,Hyderabad,0.0,5755.0,24.0,5.0,2019.0,90.0,9.0,10.0,10.0,40.0
Air India,Delhi,Cochin,1.0,8372.0,12.0,6.0,2019.0,375.0,13.0,0.0,19.0,15.0
Air India,Delhi,Cochin,1.0,12677.0,6.0,3.0,2019.0,765.0,20.0,40.0,9.0,25.0
Jet Airways,Banglore,Delhi,1.0,25735.0,1.0,3.0,2019.0,1220.0,22.0,50.0,19.0,10.0
IndiGo,Banglore,Delhi,0.0,4823.0,9.0,4.0,2019.0,175.0,7.0,10.0,10.0,5.0
Air India,Delhi,Cochin,0.0,8666.0,3.0,3.0,2019.0,185.0,18.0,5.0,21.0,10.0
Air India,Kolkata,Banglore,1.0,11936.0,15.0,5.0,2019.0,555.0,7.0,0.0,16.0,15.0
Jet Airways,Delhi,Cochin,2.0,15129.0,9.0,5.0,2019.0,560.0,9.0,40.0,19.0,0.0
Jet Airways,Banglore,Delhi,1.0,11087.0,3.0,3.0,2019.0,1400.0,5.0,45.0,5.0,5.0
IndiGo,Delhi,Cochin,1.0,5883.0,12.0,6.0,2019.0,415.0,18.0,35.0,1.0,30.0
Air India,Delhi,Cochin,0.0,6094.0,15.0,5.0,2019.0,170.0,5.0,10.0,8.0,0.0
IndiGo,Delhi,Cochin,1.0,5054.0,27.0,6.0,2019.0,305.0,20.0,25.0,1.0,30.0
Air India,Delhi,Cochin,1.0,7174.0,21.0,4.0,2019.0,1010.0,6.0,10.0,23.0,0.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,375.0,14.0,5.0,20.0,20.0
Air India,Kolkata,Banglore,1.0,8891.0,9.0,5.0,2019.0,545.0,9.0,25.0,18.0,30.0
Air India,Kolkata,Banglore,2.0,9626.0,9.0,5.0,2019.0,1830.0,12.0,0.0,18.0,30.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,6.0,5.0,2019.0,140.0,22.0,20.0,0.0,40.0
Multiple carriers,Delhi,Cochin,1.0,10197.0,21.0,5.0,2019.0,720.0,7.0,0.0,19.0,0.0
SpiceJet,Banglore,Delhi,0.0,6860.0,3.0,3.0,2019.0,170.0,5.0,45.0,8.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,6.0,5.0,2019.0,685.0,8.0,25.0,19.0,50.0
Jet Airways,Kolkata,Banglore,1.0,13994.0,9.0,6.0,2019.0,690.0,9.0,35.0,21.0,5.0
Multiple carriers,Delhi,Cochin,1.0,10877.0,3.0,6.0,2019.0,690.0,7.0,30.0,19.0,0.0
Multiple carriers,Delhi,Cochin,1.0,10407.0,27.0,5.0,2019.0,660.0,8.0,0.0,19.0,0.0
Multiple carriers,Delhi,Cochin,1.0,6427.0,27.0,3.0,2019.0,915.0,10.0,20.0,1.0,35.0
Jet Airways,Delhi,Cochin,2.0,15544.0,18.0,5.0,2019.0,425.0,5.0,30.0,12.0,35.0
SpiceJet,Kolkata,Banglore,0.0,4807.0,21.0,4.0,2019.0,150.0,17.0,10.0,19.0,40.0
IndiGo,Delhi,Cochin,1.0,6442.0,9.0,6.0,2019.0,560.0,6.0,50.0,16.0,10.0
Multiple carriers,Delhi,Cochin,1.0,7354.0,3.0,6.0,2019.0,705.0,7.0,30.0,19.0,15.0
Jet Airways,Mumbai,Hyderabad,0.0,2470.0,15.0,3.0,2019.0,90.0,15.0,50.0,17.0,20.0
IndiGo,Chennai,Kolkata,0.0,3597.0,9.0,6.0,2019.0,140.0,13.0,15.0,15.0,35.0
Multiple carriers,Delhi,Cochin,1.0,8614.0,15.0,6.0,2019.0,755.0,6.0,40.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,21.0,5.0,2019.0,1655.0,20.0,0.0,23.0,35.0
Air India,Mumbai,Hyderabad,0.0,3100.0,21.0,3.0,2019.0,90.0,13.0,55.0,15.0,25.0
Multiple carriers,Delhi,Cochin,1.0,8266.0,9.0,5.0,2019.0,630.0,8.0,45.0,19.0,15.0
Air India,Banglore,Delhi,2.0,13250.0,12.0,3.0,2019.0,875.0,8.0,50.0,23.0,25.0
Jet Airways,Mumbai,Hyderabad,0.0,5678.0,12.0,5.0,2019.0,90.0,19.0,35.0,21.0,5.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,27.0,5.0,2019.0,155.0,6.0,55.0,9.0,30.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,12.0,4.0,2019.0,150.0,17.0,10.0,19.0,40.0
Air India,Delhi,Cochin,2.0,12646.0,27.0,6.0,2019.0,1820.0,12.0,55.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,8529.0,12.0,6.0,2019.0,1640.0,16.0,30.0,19.0,50.0
Jet Airways,Delhi,Cochin,1.0,10262.0,6.0,6.0,2019.0,600.0,9.0,0.0,19.0,0.0
IndiGo,Delhi,Cochin,1.0,6442.0,15.0,5.0,2019.0,515.0,7.0,35.0,16.0,10.0
Air India,Delhi,Cochin,2.0,12257.0,9.0,6.0,2019.0,1470.0,18.0,45.0,19.0,15.0
IndiGo,Kolkata,Banglore,1.0,5930.0,1.0,4.0,2019.0,315.0,21.0,0.0,2.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,6.0,5.0,2019.0,800.0,6.0,30.0,19.0,50.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,15.0,5.0,2019.0,570.0,14.0,5.0,23.0,35.0
Multiple carriers,Delhi,Cochin,1.0,6513.0,12.0,6.0,2019.0,540.0,7.0,10.0,16.0,10.0
Air India,Delhi,Cochin,2.0,13381.0,3.0,6.0,2019.0,1580.0,16.0,55.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,7038.0,3.0,6.0,2019.0,455.0,14.0,55.0,22.0,30.0
Vistara,Kolkata,Banglore,1.0,8452.0,24.0,5.0,2019.0,1580.0,20.0,20.0,22.0,40.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,12.0,4.0,2019.0,155.0,6.0,55.0,9.0,30.0
Vistara,Banglore,Delhi,0.0,4668.0,21.0,5.0,2019.0,170.0,9.0,45.0,12.0,35.0
GoAir,Banglore,Delhi,0.0,3898.0,24.0,6.0,2019.0,175.0,7.0,45.0,10.0,40.0
IndiGo,Mumbai,Hyderabad,0.0,4392.0,9.0,3.0,2019.0,85.0,6.0,20.0,7.0,45.0
Jet Airways,Kolkata,Banglore,1.0,8355.0,12.0,6.0,2019.0,435.0,10.0,20.0,17.0,35.0
Air India,Delhi,Cochin,1.0,8907.0,27.0,6.0,2019.0,795.0,9.0,45.0,23.0,0.0
Air India,Banglore,Delhi,2.0,7664.0,15.0,3.0,2019.0,1075.0,5.0,50.0,23.0,45.0
Jet Airways,Delhi,Cochin,2.0,12819.0,24.0,6.0,2019.0,1390.0,13.0,25.0,12.0,35.0
SpiceJet,Delhi,Cochin,1.0,5158.0,12.0,6.0,2019.0,270.0,8.0,45.0,13.0,15.0
IndiGo,Mumbai,Hyderabad,0.0,2227.0,6.0,5.0,2019.0,90.0,21.0,20.0,22.0,50.0
Vistara,Chennai,Kolkata,0.0,3687.0,21.0,6.0,2019.0,135.0,7.0,5.0,9.0,20.0
Air India,Kolkata,Banglore,1.0,6612.0,9.0,5.0,2019.0,1515.0,12.0,0.0,13.0,15.0
Multiple carriers,Delhi,Cochin,2.0,19360.0,18.0,5.0,2019.0,460.0,17.0,50.0,1.0,30.0
Air India,Delhi,Cochin,1.0,8669.0,27.0,6.0,2019.0,735.0,7.0,0.0,19.0,15.0
SpiceJet,Delhi,Cochin,1.0,6297.0,9.0,6.0,2019.0,380.0,15.0,45.0,22.0,5.0
Jet Airways,Banglore,Delhi,1.0,12284.0,18.0,3.0,2019.0,280.0,5.0,45.0,10.0,25.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,1.0,5.0,2019.0,1495.0,8.0,25.0,9.0,20.0
IndiGo,Banglore,Delhi,0.0,3943.0,27.0,4.0,2019.0,180.0,21.0,15.0,0.0,15.0
Air India,Banglore,Delhi,1.0,5932.0,21.0,3.0,2019.0,480.0,11.0,50.0,19.0,50.0
Air India,Delhi,Cochin,2.0,15428.0,3.0,3.0,2019.0,1545.0,5.0,55.0,7.0,40.0
IndiGo,Kolkata,Banglore,0.0,4804.0,1.0,5.0,2019.0,155.0,20.0,20.0,22.0,55.0
IndiGo,Kolkata,Banglore,1.0,6303.0,24.0,3.0,2019.0,285.0,8.0,15.0,13.0,0.0
IndiGo,Delhi,Cochin,1.0,6628.0,27.0,3.0,2019.0,890.0,10.0,45.0,1.0,35.0
Multiple carriers,Delhi,Cochin,1.0,7198.0,12.0,6.0,2019.0,930.0,10.0,0.0,1.0,30.0
Vistara,Banglore,Delhi,0.0,4878.0,15.0,5.0,2019.0,155.0,17.0,0.0,19.0,35.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,6.0,4.0,2019.0,150.0,17.0,10.0,19.0,40.0
Air India,Kolkata,Banglore,2.0,13432.0,18.0,5.0,2019.0,1255.0,16.0,50.0,13.0,45.0
Jet Airways,Banglore,Delhi,1.0,25735.0,1.0,3.0,2019.0,1310.0,11.0,40.0,9.0,30.0
Air Asia,Delhi,Cochin,1.0,6451.0,27.0,4.0,2019.0,870.0,7.0,55.0,22.0,25.0
Jet Airways,Banglore,Delhi,0.0,7229.0,21.0,3.0,2019.0,160.0,19.0,55.0,22.0,35.0
Jet Airways,Delhi,Cochin,1.0,12373.0,9.0,5.0,2019.0,450.0,20.0,55.0,4.0,25.0
GoAir,Banglore,Delhi,0.0,3398.0,15.0,5.0,2019.0,170.0,11.0,40.0,14.0,30.0
Jet Airways,Banglore,Delhi,0.0,6478.0,6.0,6.0,2019.0,180.0,7.0,10.0,10.0,10.0
Jet Airways,Mumbai,Hyderabad,2.0,21375.0,6.0,3.0,2019.0,1665.0,13.0,5.0,16.0,50.0
SpiceJet,Chennai,Kolkata,0.0,7298.0,6.0,3.0,2019.0,140.0,17.0,45.0,20.0,5.0
Multiple carriers,Delhi,Cochin,1.0,9021.0,9.0,5.0,2019.0,910.0,10.0,20.0,1.0,30.0
Jet Airways,Banglore,Delhi,0.0,8541.0,21.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,13611.0,6.0,3.0,2019.0,975.0,4.0,45.0,21.0,0.0
Air India,Banglore,Delhi,1.0,12704.0,1.0,3.0,2019.0,1595.0,9.0,30.0,12.0,5.0
IndiGo,Delhi,Cochin,1.0,5883.0,15.0,6.0,2019.0,895.0,10.0,35.0,1.0,30.0
Air India,Kolkata,Banglore,2.0,11642.0,9.0,6.0,2019.0,1210.0,9.0,25.0,5.0,35.0
IndiGo,Delhi,Cochin,1.0,6412.0,15.0,6.0,2019.0,490.0,14.0,20.0,22.0,30.0
Air India,Kolkata,Banglore,1.0,8450.0,12.0,5.0,2019.0,675.0,9.0,50.0,21.0,5.0
Jet Airways,Delhi,Cochin,2.0,13292.0,1.0,6.0,2019.0,1295.0,21.0,25.0,19.0,0.0
Air India,Mumbai,Hyderabad,0.0,3100.0,9.0,6.0,2019.0,85.0,15.0,0.0,16.0,25.0
Air India,Delhi,Cochin,2.0,11228.0,21.0,3.0,2019.0,1820.0,12.0,55.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,9483.0,21.0,3.0,2019.0,1420.0,19.0,10.0,18.0,50.0
Multiple carriers,Delhi,Cochin,1.0,15898.0,27.0,5.0,2019.0,375.0,13.0,0.0,19.0,15.0
Air India,Mumbai,Hyderabad,0.0,2050.0,3.0,4.0,2019.0,75.0,19.0,30.0,20.0,45.0
Jet Airways,Kolkata,Banglore,1.0,12692.0,9.0,6.0,2019.0,1630.0,20.0,25.0,23.0,35.0
Jet Airways,Delhi,Cochin,2.0,15129.0,21.0,5.0,2019.0,810.0,5.0,30.0,19.0,0.0
IndiGo,Kolkata,Banglore,0.0,4462.0,18.0,3.0,2019.0,155.0,15.0,10.0,17.0,45.0
Jet Airways,Kolkata,Banglore,1.0,10031.0,24.0,3.0,2019.0,1660.0,19.0,45.0,23.0,25.0
Air India,Delhi,Cochin,1.0,5642.0,21.0,3.0,2019.0,765.0,20.0,40.0,9.0,25.0
IndiGo,Banglore,Delhi,0.0,8033.0,15.0,3.0,2019.0,170.0,23.0,30.0,2.0,20.0
Air India,Kolkata,Banglore,2.0,12723.0,12.0,6.0,2019.0,1045.0,5.0,50.0,23.0,15.0
Multiple carriers,Delhi,Cochin,1.0,9508.0,27.0,5.0,2019.0,930.0,10.0,0.0,1.0,30.0
Jet Airways,Banglore,Delhi,0.0,5769.0,12.0,6.0,2019.0,180.0,7.0,10.0,10.0,10.0
Jet Airways,Delhi,Cochin,2.0,13014.0,6.0,6.0,2019.0,810.0,5.0,30.0,19.0,0.0
Jet Airways,Banglore,Delhi,0.0,8541.0,21.0,6.0,2019.0,180.0,17.0,45.0,20.0,45.0
IndiGo,Delhi,Cochin,1.0,6442.0,9.0,3.0,2019.0,570.0,6.0,40.0,16.0,10.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,12.0,5.0,2019.0,690.0,9.0,35.0,21.0,5.0
Air Asia,Kolkata,Banglore,0.0,5645.0,21.0,4.0,2019.0,150.0,22.0,50.0,1.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14178.0,24.0,5.0,2019.0,665.0,21.0,10.0,8.0,15.0
Air India,Delhi,Cochin,0.0,5201.0,18.0,6.0,2019.0,170.0,5.0,10.0,8.0,0.0
Air India,Banglore,Delhi,0.0,11423.0,3.0,3.0,2019.0,165.0,10.0,0.0,12.0,45.0
Multiple carriers,Delhi,Cochin,1.0,23533.0,1.0,3.0,2019.0,395.0,19.0,0.0,1.0,35.0
IndiGo,Kolkata,Banglore,0.0,4778.0,6.0,3.0,2019.0,170.0,5.0,30.0,8.0,20.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1655.0,9.0,0.0,12.0,35.0
Vistara,Banglore,Delhi,0.0,12123.0,18.0,3.0,2019.0,160.0,19.0,40.0,22.0,20.0
SpiceJet,Kolkata,Banglore,1.0,6197.0,24.0,3.0,2019.0,340.0,15.0,5.0,20.0,45.0
Air India,Delhi,Cochin,1.0,8372.0,1.0,6.0,2019.0,1420.0,9.0,45.0,9.0,25.0
IndiGo,Mumbai,Hyderabad,0.0,2227.0,21.0,5.0,2019.0,95.0,20.0,5.0,21.0,40.0
IndiGo,Banglore,Delhi,0.0,6860.0,3.0,3.0,2019.0,175.0,20.0,0.0,22.0,55.0
IndiGo,Delhi,Cochin,1.0,6386.0,15.0,6.0,2019.0,345.0,2.0,0.0,7.0,45.0
IndiGo,Delhi,Cochin,1.0,7503.0,15.0,5.0,2019.0,750.0,8.0,30.0,21.0,0.0
Air India,Delhi,Cochin,1.0,7690.0,18.0,5.0,2019.0,965.0,17.0,20.0,9.0,25.0
Jet Airways,Mumbai,Hyderabad,0.0,5678.0,18.0,3.0,2019.0,90.0,2.0,55.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,13843.0,6.0,3.0,2019.0,1015.0,11.0,30.0,4.0,25.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,27.0,4.0,2019.0,150.0,17.0,10.0,19.0,40.0
IndiGo,Delhi,Cochin,1.0,6979.0,15.0,5.0,2019.0,480.0,17.0,30.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,12.0,5.0,2019.0,800.0,20.0,25.0,9.0,45.0
Air India,Kolkata,Banglore,2.0,10151.0,6.0,5.0,2019.0,590.0,12.0,0.0,21.0,50.0
Jet Airways,Delhi,Cochin,2.0,10368.0,6.0,6.0,2019.0,1125.0,9.0,40.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,1.0,5.0,2019.0,705.0,6.0,30.0,18.0,15.0
Jet Airways,Delhi,Cochin,2.0,16704.0,18.0,5.0,2019.0,1760.0,23.0,5.0,4.0,25.0
Jet Airways,Delhi,Cochin,2.0,15129.0,27.0,5.0,2019.0,1760.0,23.0,5.0,4.0,25.0
Air India,Kolkata,Banglore,1.0,8366.0,6.0,6.0,2019.0,745.0,9.0,25.0,21.0,50.0
SpiceJet,Banglore,Delhi,0.0,3919.0,24.0,4.0,2019.0,160.0,5.0,55.0,8.0,35.0
Air India,Kolkata,Banglore,2.0,14687.0,21.0,5.0,2019.0,1200.0,9.0,25.0,5.0,25.0
SpiceJet,Banglore,Delhi,1.0,23267.0,1.0,3.0,2019.0,475.0,10.0,20.0,18.0,15.0
Air India,Delhi,Cochin,2.0,10975.0,15.0,5.0,2019.0,1420.0,9.0,45.0,9.0,25.0
Jet Airways,Delhi,Cochin,1.0,14714.0,1.0,6.0,2019.0,1425.0,19.0,15.0,19.0,0.0
IndiGo,Chennai,Kolkata,0.0,3597.0,24.0,5.0,2019.0,140.0,13.0,15.0,15.0,35.0
Multiple carriers,Delhi,Cochin,2.0,34503.0,3.0,3.0,2019.0,630.0,15.0,5.0,1.0,35.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,12.0,5.0,2019.0,740.0,8.0,25.0,20.0,45.0
Multiple carriers,Delhi,Cochin,1.0,13727.0,18.0,5.0,2019.0,420.0,14.0,0.0,21.0,0.0
IndiGo,Delhi,Cochin,1.0,7189.0,3.0,6.0,2019.0,345.0,21.0,50.0,3.0,35.0
Multiple carriers,Delhi,Cochin,1.0,7408.0,12.0,6.0,2019.0,840.0,7.0,0.0,21.0,0.0
Multiple carriers,Delhi,Cochin,2.0,18275.0,27.0,5.0,2019.0,460.0,17.0,50.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,19332.0,9.0,3.0,2019.0,675.0,8.0,0.0,19.0,15.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,1.0,5.0,2019.0,140.0,17.0,45.0,20.0,5.0
Jet Airways,Kolkata,Banglore,1.0,7064.0,1.0,4.0,2019.0,1545.0,6.0,30.0,8.0,15.0
IndiGo,Delhi,Cochin,1.0,6442.0,1.0,6.0,2019.0,895.0,7.0,35.0,22.0,30.0
Multiple carriers,Delhi,Cochin,1.0,6145.0,27.0,3.0,2019.0,910.0,7.0,10.0,22.0,20.0
Multiple carriers,Delhi,Cochin,1.0,9627.0,21.0,5.0,2019.0,630.0,8.0,30.0,19.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7670.0,15.0,5.0,2019.0,900.0,6.0,0.0,21.0,0.0
Air India,Kolkata,Banglore,2.0,14109.0,18.0,5.0,2019.0,1165.0,10.0,0.0,5.0,25.0
IndiGo,Kolkata,Banglore,0.0,4488.0,9.0,4.0,2019.0,155.0,20.0,20.0,22.0,55.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1505.0,11.0,30.0,12.0,35.0
Air India,Banglore,Delhi,0.0,4441.0,18.0,3.0,2019.0,165.0,17.0,0.0,19.0,45.0
Air India,Kolkata,Banglore,0.0,31945.0,24.0,3.0,2019.0,155.0,20.0,45.0,23.0,20.0
Jet Airways,Kolkata,Banglore,1.0,7064.0,1.0,4.0,2019.0,1495.0,8.0,25.0,9.0,20.0
GoAir,Delhi,Cochin,1.0,5752.0,15.0,4.0,2019.0,540.0,10.0,35.0,19.0,35.0
IndiGo,Kolkata,Banglore,0.0,4174.0,18.0,4.0,2019.0,155.0,15.0,30.0,18.0,5.0
Air India,Delhi,Cochin,1.0,7480.0,18.0,5.0,2019.0,1640.0,6.0,5.0,9.0,25.0
IndiGo,Delhi,Cochin,1.0,6388.0,21.0,3.0,2019.0,310.0,7.0,20.0,12.0,30.0
IndiGo,Delhi,Cochin,1.0,6426.0,21.0,3.0,2019.0,345.0,2.0,0.0,7.0,45.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,1.0,5.0,2019.0,875.0,14.0,5.0,4.0,40.0
Multiple carriers,Delhi,Cochin,1.0,6673.0,27.0,3.0,2019.0,390.0,9.0,0.0,15.0,30.0
Jet Airways,Kolkata,Banglore,1.0,7594.0,12.0,6.0,2019.0,450.0,21.0,10.0,4.0,40.0
IndiGo,Delhi,Cochin,1.0,6171.0,6.0,3.0,2019.0,675.0,4.0,55.0,16.0,10.0
Air India,Kolkata,Banglore,0.0,4435.0,15.0,3.0,2019.0,155.0,20.0,45.0,23.0,20.0
Air India,Delhi,Cochin,1.0,6587.0,6.0,6.0,2019.0,1535.0,5.0,15.0,6.0,50.0
IndiGo,Delhi,Cochin,1.0,6674.0,6.0,6.0,2019.0,560.0,6.0,50.0,16.0,10.0
Air India,Banglore,Delhi,1.0,10394.0,3.0,3.0,2019.0,1405.0,0.0,30.0,23.0,55.0
IndiGo,Chennai,Kolkata,0.0,3597.0,1.0,6.0,2019.0,140.0,19.0,35.0,21.0,55.0
Air India,Delhi,Cochin,1.0,12940.0,6.0,3.0,2019.0,1660.0,4.0,0.0,7.0,40.0
Jet Airways,Kolkata,Banglore,1.0,12121.0,12.0,5.0,2019.0,1480.0,20.0,25.0,21.0,5.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,1.0,5.0,2019.0,800.0,18.0,55.0,8.0,15.0
IndiGo,Banglore,Delhi,0.0,3943.0,24.0,6.0,2019.0,170.0,10.0,10.0,13.0,0.0
Jet Airways,Banglore,Delhi,0.0,8016.0,18.0,6.0,2019.0,175.0,11.0,10.0,14.0,5.0
IndiGo,Delhi,Cochin,1.0,14871.0,6.0,3.0,2019.0,860.0,6.0,40.0,21.0,0.0
Jet Airways,Delhi,Cochin,1.0,12373.0,9.0,5.0,2019.0,360.0,13.0,0.0,19.0,0.0
IndiGo,Chennai,Kolkata,0.0,3597.0,6.0,6.0,2019.0,140.0,14.0,45.0,17.0,5.0
IndiGo,Mumbai,Hyderabad,0.0,2754.0,12.0,5.0,2019.0,90.0,19.0,5.0,20.0,35.0
IndiGo,Banglore,Delhi,0.0,4823.0,24.0,5.0,2019.0,170.0,20.0,0.0,22.0,50.0
IndiGo,Banglore,Delhi,1.0,4410.0,18.0,3.0,2019.0,295.0,12.0,10.0,17.0,5.0
